lakefs  | time="2026-03-15T09:26:21Z" level=info msg="Config loaded" func=cmd/lakefs/cmd.LoadConfig file="cmd/root.go:111" phase=startup
lakefs  | time="2026-03-15T09:26:21Z" level=info msg=Config func=cmd/lakefs/cmd.LoadConfig file="cmd/root.go:114" actions.enabled=true actions.env.enabled=true actions.env.prefix=LAKEFSACTION_ actions.lua.net_http_enabled=false auth.api.endpoint="" auth.api.health_check_timeout=20s auth.api.skip_health_check=false auth.api.supports_invites=false auth.api.token=------ auth.authentication_api.endpoint="" auth.authentication_api.external_principals_enabled=false auth.cache.enabled=true auth.cache.jitter=3s auth.cache.size=1024 auth.cache.ttl=20s auth.cookie_auth_verification.auth_source="" auth.cookie_auth_verification.default_initial_groups="[]" auth.cookie_auth_verification.external_user_id_claim_name="" auth.cookie_auth_verification.friendly_name_claim_name="" auth.cookie_auth_verification.initial_groups_claim_name="" auth.cookie_auth_verification.persist_friendly_name=false auth.cookie_auth_verification.validate_id_token_claims="map[]" auth.encrypt.secret_key="******" auth.login_duration=168h0m0s auth.login_max_duration=336h0m0s auth.logout_redirect_url=/auth/login auth.oidc.default_initial_groups="[]" auth.oidc.friendly_name_claim_name="" auth.oidc.initial_groups_claim_name="" auth.oidc.persist_friendly_name=false auth.oidc.validate_id_token_claims="map[]" auth.remote_authenticator.default_user_group=Viewers auth.remote_authenticator.enabled=false auth.remote_authenticator.endpoint="" auth.remote_authenticator.request_timeout=10s auth.ui_config.login_cookie_names="[internal_auth_session]" auth.ui_config.login_failed_message="The credentials don't match." auth.ui_config.login_url="" auth.ui_config.logout_url="" auth.ui_config.rbac=none auth.ui_config.use_login_placeholders=false blockstore.azure.auth_method="" blockstore.azure.china_cloud=false blockstore.azure.disable_pre_signed=false blockstore.azure.disable_pre_signed_ui=true blockstore.azure.domain="" blockstore.azure.pre_signed_expiry=15m0s blockstore.azure.storage_access_key="" blockstore.azure.storage_account="" blockstore.azure.test_endpoint_url="" blockstore.azure.try_timeout=10m0s blockstore.gs.credentials_file="" blockstore.gs.credentials_json="" blockstore.gs.data_credentials_file="" blockstore.gs.data_credentials_json="" blockstore.gs.disable_pre_signed=false blockstore.gs.disable_pre_signed_ui=true blockstore.gs.pre_signed_expiry=15m0s blockstore.gs.s3_endpoint="https://storage.googleapis.com" blockstore.gs.server_side_encryption_customer_supplied="" blockstore.gs.server_side_encryption_kms_key_id="" blockstore.local.allowed_external_prefixes="[]" blockstore.local.import_enabled=false blockstore.local.import_hidden=false blockstore.local.path="~/lakefs/data/block" blockstore.s3.client_log_request=false blockstore.s3.client_log_retries=false blockstore.s3.credentials.access_key_id="******" blockstore.s3.credentials.secret_access_key="******" blockstore.s3.credentials.session_token=------ blockstore.s3.credentials_file="" blockstore.s3.disable_pre_signed=false blockstore.s3.disable_pre_signed_multipart=false blockstore.s3.disable_pre_signed_ui=true blockstore.s3.discover_bucket_region=true blockstore.s3.endpoint="http://minio:9000" blockstore.s3.force_path_style=true blockstore.s3.max_retries=5 blockstore.s3.pre_signed_endpoint="" blockstore.s3.pre_signed_expiry=15m0s blockstore.s3.profile="" blockstore.s3.region=us-east-1 blockstore.s3.server_side_encryption="" blockstore.s3.server_side_encryption_kms_key_id="" blockstore.s3.skip_verify_certificate_test_only=false blockstore.s3.web_identity.session_duration=0s blockstore.s3.web_identity.session_expiry_window=5m0s blockstore.signing.secret_key="******" blockstore.type=s3 committed.block_storage_prefix=_lakefs committed.local_cache.dir="~/lakefs/data/cache" committed.local_cache.max_uploaders_per_writer=10 committed.local_cache.metarange_proportion=0.1 committed.local_cache.range_proportion=0.9 committed.local_cache.size_bytes=1073741824 committed.permanent.max_range_size_bytes=20971520 committed.permanent.min_range_size_bytes=0 committed.permanent.range_raggedness_entries=50000 committed.sstable.memory.cache_size_bytes=400000000 database.drop_tables=false database.dynamodb.aws_access_key_id=------ database.dynamodb.aws_profile="" database.dynamodb.aws_region="" database.dynamodb.aws_secret_access_key=------ database.dynamodb.credentials_cache_expiry_window=3m20s database.dynamodb.credentials_cache_expiry_window_jitter_fraction=0.5 database.dynamodb.endpoint="" database.dynamodb.health_check_interval=0s database.dynamodb.max_attempts=10 database.dynamodb.max_connections=0 database.dynamodb.scan_limit=1024 database.dynamodb.table_name=kvstore database.local.enable_logging=false database.local.path="~/lakefs/metadata" database.local.prefetch_size=256 database.local.sync_writes=true database.postgres.connection_max_lifetime=5m0s database.postgres.connection_string="******" database.postgres.max_idle_connections=25 database.postgres.max_open_connections=25 database.postgres.metrics=false database.postgres.scan_page_size=0 database.type=postgres email_subscription.enabled=true gateways.s3.domain_name="[s3.local.lakefs.io]" gateways.s3.fallback_url="" gateways.s3.region=us-east-1 gateways.s3.verify_unsupported=true graveler.background.rate_limit=0 graveler.batch_dbio_transaction_markers=false graveler.branch_ownership.acquire=150ms graveler.branch_ownership.enabled=false graveler.branch_ownership.refresh=400ms graveler.commit_cache.expiry=10m0s graveler.commit_cache.jitter=2s graveler.commit_cache.size=50000 graveler.compaction_sensor_threshold=0 graveler.ensure_readable_root_namespace=true graveler.max_batch_delay=3ms graveler.repository_cache.expiry=5s graveler.repository_cache.jitter=2s graveler.repository_cache.size=1000 installation.access_key_id=------ installation.allow_inter_region_storage=true installation.fixed_id="" installation.secret_access_key=------ installation.user_name="" listen_address="0.0.0.0:8000" logging.audit_log_level=DEBUG logging.file_max_size_mb=102400 logging.files_keep=100 logging.format=text logging.level=INFO logging.output="[-]" logging.trace_request_headers=false phase=startup security.audit_check_interval=24h0m0s security.audit_check_url="https://audit.lakefs.io/audit" security.check_latest_version=true security.check_latest_version_cache=1h0m0s stats.address="https://stats.lakefs.io" stats.enabled=true stats.extended=false stats.flush_interval=30s stats.flush_size=100 tls.cert_file="" tls.enabled=false tls.key_file="" ugc.prepare_interval=1m0s ugc.prepare_max_file_size=20971520 ui.enabled=true ui.snippets="[]" usage_report.enabled=false usage_report.flush_interval=5m0s
lakefs  | time="2026-03-15T09:26:21Z" level=info msg="lakeFS run" func=cmd/lakefs/cmd.init.func14 file="cmd/run.go:89" version=1.79.0
lakefs  | time="2026-03-15T09:26:21Z" level=info msg="KV valid" func=pkg/kv.ValidateSchemaVersion file="build/pkg/kv/migration.go:68" version=4
lakefs  | time="2026-03-15T09:26:21Z" level=info msg="initialized Auth service" func=pkg/auth.NewBasicAuthService file="build/pkg/auth/basic_service.go:33" service=auth_service
lakefs  | time="2026-03-15T09:26:21Z" level=info msg="initialize blockstore adapter" func=pkg/block/factory.BuildBlockAdapter file="build/pkg/block/factory/build.go:65" type=s3
lakefs  | time="2026-03-15T09:26:21Z" level=info msg="initialized blockstore adapter" func=pkg/block/factory.buildS3Adapter file="build/pkg/block/factory/build.go:153" type=s3
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="initialize blockstore adapter" func=pkg/block/factory.BuildBlockAdapter file="build/pkg/block/factory/build.go:65" type=s3
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="initialized blockstore adapter" func=pkg/block/factory.buildS3Adapter file="build/pkg/block/factory/build.go:153" type=s3
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="Initialized local cache for committed data" func=pkg/pyramid.NewFS file="build/pkg/pyramid/tier_fs.go:84" cache_local_dir=/home/lakefs/lakefs/data/cache/meta-range cache_max_bytes=107374182 cache_name=meta-range disk_alloc_ratio=0.1 module=pyramid total_alloc_bytes=1073741824
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="Initialized local cache for committed data" func=pkg/pyramid.NewFS file="build/pkg/pyramid/tier_fs.go:84" cache_local_dir=/home/lakefs/lakefs/data/cache/range cache_max_bytes=966367641 cache_name=range disk_alloc_ratio=0.9 module=pyramid total_alloc_bytes=1073741824
